year,week_start_date,week_end_date,month,zone,area_type,population_density,week_type,special_event,rainfall_mm,previous_wet_tons,previous_dry_tons,wet_waste_tons,dry_waste_tons
2025,2025-04-14,2025-04-20,4,Kalutara South,beach,low,festival,yes,22.6,13.92,4.24,14.79,4.59
2025,2025-04-14,2025-04-20,4,Katukurunda 1,muslim_area,high,festival,yes,22.6,35.34,11.0,39.08,12.29
2025,2025-04-14,2025-04-20,4,Katukurunda 2,town,medium,festival,yes,22.6,22.14,6.77,24.8,7.65
2025,2025-04-21,2025-04-27,4,Kalutara North,town,medium,normal,no,9.2,19.9,6.16,17.28,5.28
2025,2025-04-21,2025-04-27,4,Kalutara South,beach,low,normal,no,9.2,14.79,4.59,13.07,3.83
2025,2025-04-21,2025-04-27,4,Katukurunda 1,muslim_area,high,normal,no,9.2,39.08,12.29,33.56,10.46
2025,2025-04-21,2025-04-27,4,Katukurunda 2,town,medium,normal,no,9.2,24.8,7.65,20.99,6.53
2025,2025-04-28,2025-04-30,4,Kalutara North,town,medium,normal,no,37.9,17.28,5.28,13.97,4.35
2025,2025-04-28,2025-04-30,4,Kalutara South,beach,low,normal,no,37.9,13.07,3.83,10.65,3.24
2025,2025-04-28,2025-04-30,4,Katukurunda 1,muslim_area,high,normal,no,37.9,33.56,10.46,28.17,8.66
2025,2025-04-28,2025-04-30,4,Katukurunda 2,town,medium,normal,no,37.9,20.99,6.53,16.92,5.35
2025,2025-05-01,2025-05-04,5,Kalutara North,town,medium,holiday,no,60.9,13.97,4.35,16.0,4.68
2025,2025-05-01,2025-05-04,5,Kalutara South,beach,low,holiday,no,60.9,10.65,3.24,11.85,3.48
2025,2025-05-01,2025-05-04,5,Katukurunda 1,muslim_area,high,holiday,no,60.9,28.17,8.66,31.04,9.47
2025,2025-05-01,2025-05-04,5,Katukurunda 2,town,medium,holiday,no,60.9,16.92,5.35,19.41,5.78
2025,2025-05-05,2025-05-11,5,Kalutara North,town,medium,normal,no,43.2,16.0,4.68,18.36,5.39
2025,2025-05-05,2025-05-11,5,Kalutara South,beach,low,normal,no,43.2,11.85,3.48,13.77,4.12
2025,2025-05-05,2025-05-11,5,Katukurunda 1,muslim_area,high,normal,no,43.2,31.04,9.47,36.81,11.21
2025,2025-05-05,2025-05-11,5,Katukurunda 2,town,medium,normal,no,43.2,19.41,5.78,23.86,6.88
2025,2025-05-12,2025-05-18,5,Kalutara North,town,medium,festival,yes,23.4,18.36,5.39,20.54,5.93
2025,2025-05-12,2025-05-18,5,Kalutara South,beach,low,festival,yes,23.4,13.77,4.12,16.07,4.52
2025,2025-05-12,2025-05-18,5,Katukurunda 1,muslim_area,high,festival,yes,23.4,36.81,11.21,42.85,12.25
2025,2025-05-12,2025-05-18,5,Katukurunda 2,town,medium,festival,yes,23.4,23.86,6.88,25.5,7.48
2025,2025-05-19,2025-05-25,5,Kalutara North,town,medium,normal,no,64.9,20.54,5.93,19.23,5.53
2025,2025-05-19,2025-05-25,5,Kalutara South,beach,low,normal,no,64.9,16.07,4.52,14.03,4.25
2025,2025-05-19,2025-05-25,5,Katukurunda 1,muslim_area,high,normal,no,64.9,42.85,12.25,38.46,11.4
2025,2025-05-19,2025-05-25,5,Katukurunda 2,town,medium,normal,no,64.9,25.5,7.48,23.48,7.12
2025,2025-05-26,2025-05-31,5,Kalutara North,town,medium,normal,no,153.8,19.23,5.53,17.93,5.43
2025,2025-05-26,2025-05-31,5,Kalutara South,beach,low,normal,no,153.8,14.03,4.25,13.33,4.06
2025,2025-05-26,2025-05-31,5,Katukurunda 1,muslim_area,high,normal,no,153.8,38.46,11.4,36.16,10.4
2025,2025-05-26,2025-05-31,5,Katukurunda 2,town,medium,normal,no,153.8,23.48,7.12,22.49,6.6
2025,2025-06-01,2025-06-08,6,Kalutara North,town,medium,holiday,no,35.9,17.93,5.43,26.39,6.71
2025,2025-06-01,2025-06-08,6,Kalutara South,beach,low,holiday,no,35.9,13.33,4.06,19.74,5.04
2025,2025-06-01,2025-06-08,6,Katukurunda 1,muslim_area,high,holiday,no,35.9,36.16,10.4,52.08,12.79
2025,2025-06-01,2025-06-08,6,Katukurunda 2,town,medium,holiday,no,35.9,22.49,6.6,33.7,8.26
2025,2025-06-09,2025-06-15,6,Kalutara North,town,medium,holiday,no,43.7,26.39,6.71,24.61,5.99
2025,2025-06-09,2025-06-15,6,Kalutara South,beach,low,holiday,no,43.7,19.74,5.04,18.2,4.68
2025,2025-06-09,2025-06-15,6,Katukurunda 1,muslim_area,high,holiday,no,43.7,52.08,12.79,50.11,12.04
2025,2025-06-09,2025-06-15,6,Katukurunda 2,town,medium,holiday,no,43.7,33.7,8.26,31.42,7.49
2025,2025-06-16,2025-06-22,6,Kalutara North,town,medium,normal,no,96.7,24.61,5.99,22.52,5.49
2025,2025-06-16,2025-06-22,6,Kalutara South,beach,low,normal,no,96.7,18.2,4.68,17.35,4.04
2025,2025-06-16,2025-06-22,6,Katukurunda 1,muslim_area,high,normal,no,96.7,50.11,12.04,46.97,11.13
2025,2025-06-16,2025-06-22,6,Katukurunda 2,town,medium,normal,no,96.7,31.42,7.49,27.86,6.93
2025,2025-06-23,2025-06-30,6,Kalutara North,town,medium,normal,no,177.1,22.52,5.49,22.92,5.57
2025,2025-06-23,2025-06-30,6,Kalutara South,beach,low,normal,no,177.1,17.35,4.04,17.12,4.2
2025,2025-06-23,2025-06-30,6,Katukurunda 1,muslim_area,high,normal,no,177.1,46.97,11.13,47.01,11.36
2025,2025-06-23,2025-06-30,6,Katukurunda 2,town,medium,normal,no,177.1,27.86,6.93,29.45,7.16
2025,2025-07-01,2025-07-06,7,Kalutara North,town,medium,normal,no,27.6,22.92,5.57,17.15,6.27
2025,2025-07-01,2025-07-06,7,Kalutara South,beach,low,normal,no,27.6,17.12,4.2,12.42,4.52
2025,2025-07-01,2025-07-06,7,Katukurunda 1,muslim_area,high,normal,no,27.6,47.01,11.36,33.73,12.08
2025,2025-07-01,2025-07-06,7,Katukurunda 2,town,medium,normal,no,27.6,29.45,7.16,20.9,7.52
2025,2025-07-07,2025-07-13,7,Kalutara North,town,medium,holiday,no,106.5,17.15,6.27,19.47,7.04
2025,2025-07-07,2025-07-13,7,Kalutara South,beach,low,holiday,no,106.5,12.42,4.52,14.81,5.46
2025,2025-07-07,2025-07-13,7,Katukurunda 1,muslim_area,high,holiday,no,106.5,33.73,12.08,38.62,14.2
2025,2025-07-07,2025-07-13,7,Katukurunda 2,town,medium,holiday,no,106.5,20.9,7.52,24.44,9.14
2025,2025-07-14,2025-07-20,7,Kalutara North,town,medium,normal,no,20.5,19.47,7.04,17.06,6.18
2025,2025-07-14,2025-07-20,7,Kalutara South,beach,low,normal,no,20.5,14.81,5.46,12.76,4.58
2025,2025-07-14,2025-07-20,7,Katukurunda 1,muslim_area,high,normal,no,20.5,38.62,14.2,34.55,12.22
2025,2025-07-14,2025-07-20,7,Katukurunda 2,town,medium,normal,no,20.5,24.44,9.14,21.44,8.02
2025,2025-07-21,2025-07-27,7,Kalutara North,town,medium,normal,no,49.7,17.06,6.18,17.97,6.55
2025,2025-07-21,2025-07-27,7,Kalutara South,beach,low,normal,no,49.7,12.76,4.58,13.29,4.69
2025,2025-07-21,2025-07-27,7,Katukurunda 1,muslim_area,high,normal,no,49.7,34.55,12.22,35.65,13.01
2025,2025-07-21,2025-07-27,7,Katukurunda 2,town,medium,normal,no,49.7,21.44,8.02,22.69,7.95
2025,2025-07-28,2025-07-31,7,Kalutara North,town,medium,normal,no,45.8,17.97,6.55,14.51,5.23
2025,2025-07-28,2025-07-31,7,Kalutara South,beach,low,normal,no,45.8,13.29,4.69,11.14,3.95
2025,2025-07-28,2025-07-31,7,Katukurunda 1,muslim_area,high,normal,no,45.8,35.65,13.01,28.99,10.5
2025,2025-07-28,2025-07-31,7,Katukurunda 2,town,medium,normal,no,45.8,22.69,7.95,17.75,6.43
2025,2025-08-01,2025-08-10,8,Kalutara North,town,medium,holiday,no,62.4,14.51,5.23,19.86,10.28
2025,2025-08-01,2025-08-10,8,Kalutara South,beach,low,holiday,no,62.4,11.14,3.95,15.01,7.46
2025,2025-08-01,2025-08-10,8,Katukurunda 1,muslim_area,high,holiday,no,62.4,28.99,10.5,38.74,19.72
2025,2025-08-01,2025-08-10,8,Katukurunda 2,town,medium,holiday,no,62.4,17.75,6.43,24.78,12.43
2025,2025-08-11,2025-08-17,8,Kalutara North,town,medium,normal,no,39.8,19.86,10.28,16.88,8.8
2025,2025-08-11,2025-08-17,8,Kalutara South,beach,low,normal,no,39.8,15.01,7.46,12.63,6.68
2025,2025-08-11,2025-08-17,8,Katukurunda 1,muslim_area,high,normal,no,39.8,38.74,19.72,34.26,17.28
2025,2025-08-11,2025-08-17,8,Katukurunda 2,town,medium,normal,no,39.8,24.78,12.43,21.93,10.93
2025,2025-08-18,2025-08-24,8,Kalutara North,town,medium,normal,no,56.8,16.88,8.8,17.95,9.05
2025,2025-08-18,2025-08-24,8,Kalutara South,beach,low,normal,no,56.8,12.63,6.68,12.72,6.76
2025,2025-08-18,2025-08-24,8,Katukurunda 1,muslim_area,high,normal,no,56.8,34.26,17.28,34.99,17.67
2025,2025-08-18,2025-08-24,8,Katukurunda 2,town,medium,normal,no,56.8,21.93,10.93,22.24,11.32
2025,2025-08-25,2025-08-31,8,Kalutara North,town,medium,normal,no,53.8,17.95,9.05,18.48,9.57
2025,2025-08-25,2025-08-31,8,Kalutara South,beach,low,normal,no,53.8,12.72,6.76,13.81,6.95
2025,2025-08-25,2025-08-31,8,Katukurunda 1,muslim_area,high,normal,no,53.8,34.99,17.67,37.31,18.87
2025,2025-08-25,2025-08-31,8,Katukurunda 2,town,medium,normal,no,53.8,22.24,11.32,22.12,11.48
2025,2025-09-01,2025-09-07,9,Kalutara North,town,medium,festival,yes,34.2,18.48,9.57,24.4,7.64
2025,2025-09-01,2025-09-07,9,Kalutara South,beach,low,festival,yes,34.2,13.81,6.95,17.35,5.73
2025,2025-09-01,2025-09-07,9,Katukurunda 1,muslim_area,high,festival,yes,34.2,37.31,18.87,47.86,15.53
2025,2025-09-01,2025-09-07,9,Katukurunda 2,town,medium,festival,yes,34.2,22.12,11.48,29.29,9.8
2025,2025-09-08,2025-09-14,9,Kalutara North,town,medium,normal,no,20.6,24.4,7.64,20.82,6.88
2025,2025-09-08,2025-09-14,9,Kalutara South,beach,low,normal,no,20.6,17.35,5.73,15.87,4.99
2025,2025-09-08,2025-09-14,9,Katukurunda 1,muslim_area,high,normal,no,20.6,47.86,15.53,41.61,13.11
2025,2025-09-08,2025-09-14,9,Katukurunda 2,town,medium,normal,no,20.6,29.29,9.8,25.89,8.32
2025,2025-09-15,2025-09-21,9,Kalutara North,town,medium,normal,no,131.6,20.82,6.88,21.3,7.0
2025,2025-09-15,2025-09-21,9,Kalutara South,beach,low,normal,no,131.6,15.87,4.99,15.47,5.1
2025,2025-09-15,2025-09-21,9,Katukurunda 1,muslim_area,high,normal,no,131.6,41.61,13.11,42.61,13.53
2025,2025-09-15,2025-09-21,9,Katukurunda 2,town,medium,normal,no,131.6,25.89,8.32,26.32,8.47
2025,2025-09-22,2025-09-30,9,Kalutara North,town,medium,normal,no,55.8,21.3,7.0,22.47,7.38
2025,2025-09-22,2025-09-30,9,Kalutara South,beach,low,normal,no,55.8,15.47,5.1,16.93,5.51
2025,2025-09-22,2025-09-30,9,Katukurunda 1,muslim_area,high,normal,no,55.8,42.61,13.53,44.0,14.89
2025,2025-09-22,2025-09-30,9,Katukurunda 2,town,medium,normal,no,55.8,26.32,8.47,28.34,9.54
2025,2025-10-01,2025-10-05,10,Kalutara North,town,medium,normal,no,28.6,22.47,7.38,21.07,20.89
2025,2025-10-01,2025-10-05,10,Kalutara South,beach,low,normal,no,28.6,16.93,5.51,16.46,16.51
2025,2025-10-01,2025-10-05,10,Katukurunda 1,muslim_area,high,normal,no,28.6,44.0,14.89,42.44,42.61
2025,2025-10-01,2025-10-05,10,Katukurunda 2,town,medium,normal,no,28.6,28.34,9.54,27.23,27.48
2025,2025-10-06,2025-10-12,10,Kalutara North,town,medium,holiday,no,28.8,21.07,20.89,22.69,22.95
2025,2025-10-06,2025-10-12,10,Kalutara South,beach,low,holiday,no,28.8,16.46,16.51,17.32,17.49
2025,2025-10-06,2025-10-12,10,Katukurunda 1,muslim_area,high,holiday,no,28.8,42.44,42.61,44.75,44.93
2025,2025-10-06,2025-10-12,10,Katukurunda 2,town,medium,holiday,no,28.8,27.23,27.48,28.13,27.84
2025,2025-10-13,2025-10-19,10,Kalutara North,town,medium,normal,no,95.6,22.69,22.95,21.61,21.7
2025,2025-10-13,2025-10-19,10,Kalutara South,beach,low,normal,no,95.6,17.32,17.49,16.83,16.53
2025,2025-10-13,2025-10-19,10,Katukurunda 1,muslim_area,high,normal,no,95.6,44.75,44.93,42.68,42.96
2025,2025-10-13,2025-10-19,10,Katukurunda 2,town,medium,normal,no,95.6,28.13,27.84,27.47,27.51
2025,2025-10-20,2025-10-26,10,Kalutara North,town,medium,holiday,no,45.2,21.61,21.7,25.21,24.14
2025,2025-10-20,2025-10-26,10,Kalutara South,beach,low,holiday,no,45.2,16.83,16.53,18.66,18.91
2025,2025-10-20,2025-10-26,10,Katukurunda 1,muslim_area,high,holiday,no,45.2,42.68,42.96,49.38,49.98
2025,2025-10-20,2025-10-26,10,Katukurunda 2,town,medium,holiday,no,45.2,27.47,27.51,30.98,30.8
2025,2025-10-27,2025-10-31,10,Kalutara North,town,medium,normal,no,19.5,25.21,24.14,18.44,18.3
2025,2025-10-27,2025-10-31,10,Kalutara South,beach,low,normal,no,19.5,18.66,18.91,13.63,13.7
2025,2025-10-27,2025-10-31,10,Katukurunda 1,muslim_area,high,normal,no,19.5,49.38,49.98,36.27,36.41
2025,2025-10-27,2025-10-31,10,Katukurunda 2,town,medium,normal,no,19.5,30.98,30.8,22.46,22.1
2025,2025-11-01,2025-11-09,11,Kalutara North,town,medium,holiday,no,24.4,18.44,18.3,9.66,21.35
2025,2025-11-01,2025-11-09,11,Kalutara South,beach,low,holiday,no,24.4,13.63,13.7,7.31,16.32
2025,2025-11-01,2025-11-09,11,Katukurunda 1,muslim_area,high,holiday,no,24.4,36.27,36.41,19.5,44.89
2025,2025-11-01,2025-11-09,11,Katukurunda 2,town,medium,holiday,no,24.4,22.46,22.1,12.43,27.64
2025,2025-11-10,2025-11-16,11,Kalutara North,town,medium,normal,no,39.1,9.66,21.35,8.16,18.93
2025,2025-11-10,2025-11-16,11,Kalutara South,beach,low,normal,no,39.1,7.31,16.32,6.28,13.58
2025,2025-11-10,2025-11-16,11,Katukurunda 1,muslim_area,high,normal,no,39.1,19.5,44.89,17.0,38.14
2025,2025-11-10,2025-11-16,11,Katukurunda 2,town,medium,normal,no,39.1,12.43,27.64,10.26,23.14
2025,2025-11-17,2025-11-23,11,Kalutara North,town,medium,normal,no,75.6,8.16,18.93,8.53,19.79
2025,2025-11-17,2025-11-23,11,Kalutara South,beach,low,normal,no,75.6,6.28,13.58,6.64,14.81
2025,2025-11-17,2025-11-23,11,Katukurunda 1,muslim_area,high,normal,no,75.6,17.0,38.14,17.5,38.83
2025,2025-11-17,2025-11-23,11,Katukurunda 2,town,medium,normal,no,75.6,10.26,23.14,11.13,24.97
2025,2025-11-24,2025-11-30,11,Kalutara North,town,medium,normal,no,53.7,8.53,19.79,9.31,20.45
2025,2025-11-24,2025-11-30,11,Kalutara South,beach,low,normal,no,53.7,6.64,14.81,7.33,15.02
2025,2025-11-24,2025-11-30,11,Katukurunda 1,muslim_area,high,normal,no,53.7,17.5,38.83,19.37,40.24
2025,2025-11-24,2025-11-30,11,Katukurunda 2,town,medium,normal,no,53.7,11.13,24.97,11.77,25.65
2025,2025-12-01,2025-12-07,12,Kalutara North,town,medium,holiday,yes,41.0,9.31,20.45,21.27,7.32
2025,2025-12-01,2025-12-07,12,Kalutara South,beach,low,holiday,yes,41.0,7.33,15.02,16.3,5.4
2025,2025-12-01,2025-12-07,12,Katukurunda 1,muslim_area,high,holiday,yes,41.0,19.37,40.24,42.0,14.18
2025,2025-12-01,2025-12-07,12,Katukurunda 2,town,medium,holiday,yes,41.0,11.77,25.65,27.03,9.16
2025,2025-12-08,2025-12-14,12,Kalutara North,town,medium,normal,no,18.4,21.27,7.32,19.92,7.02
2025,2025-12-08,2025-12-14,12,Kalutara South,beach,low,normal,no,18.4,16.3,5.4,14.87,5.07
2025,2025-12-08,2025-12-14,12,Katukurunda 1,muslim_area,high,normal,no,18.4,42.0,14.18,39.13,13.69
2025,2025-12-08,2025-12-14,12,Katukurunda 2,town,medium,normal,no,18.4,27.03,9.16,24.98,8.42
2025,2025-12-15,2025-12-21,12,Kalutara North,town,medium,normal,no,52.4,19.92,7.02,19.68,6.91
2025,2025-12-15,2025-12-21,12,Kalutara South,beach,low,normal,no,52.4,14.87,5.07,15.04,5.2
2025,2025-12-15,2025-12-21,12,Katukurunda 1,muslim_area,high,normal,no,52.4,39.13,13.69,41.37,14.05
2025,2025-12-15,2025-12-21,12,Katukurunda 2,town,medium,normal,no,52.4,24.98,8.42,25.81,9.03
2025,2025-12-22,2025-12-31,12,Kalutara North,town,medium,holiday,no,99.2,19.68,6.91,23.12,7.97
2025,2025-12-22,2025-12-31,12,Kalutara South,beach,low,holiday,no,99.2,15.04,5.2,16.49,6.07
2025,2025-12-22,2025-12-31,12,Katukurunda 1,muslim_area,high,holiday,no,99.2,41.37,14.05,46.47,16.04
2025,2025-12-22,2025-12-31,12,Katukurunda 2,town,medium,holiday,no,99.2,25.81,9.03,27.72,9.71
